รหัสสินค้า,ชื่อสินค้า,ราคา
1191624,SANDOZ AMOKSIKLAV (2X) 1000MG 2x5'S,117.00
1191630,SANDOZ BINOZYT 250MG 6'S (ZITHROMAX),116.00
1191631,SANDOZ CLOPIDOGREL 75MG 2x14'S (PLAVIX),505.00
1191632,SANDOZ CURAM 1000MG 6x2'S,167.00
1191636,SANDOZ DERMAZIN CREAM 25G,67.00
1191640,SANDOZ EZETIMIBE 10MG 3x10'S (EZETROL),898.00
1191641,SANDOZ GABAPENTIN 100MG 10x10'S,524.00
1191642,SANDOZ GABAPENTIN 300MG 10x10'S,86.00
1191643,SANDOZ MOMETASONE NS 0.05% 140D (NASONEX),527.00
1191644,SANDOZ PREGABALIN 25MG 8x7'S,539.00
1191645,SANDOZ PREGABALIN 75MG 8x7'S,1045.00
1191646,SANDOZ RABEPRAZOLE 20MG 2x7'S (PARIET),337.00
1191647,SANDOZ ROSUVASTATIN 10MG 2x14'S (CRESTOR),729.00
1191648,SANDOZ ROSUVASTATIN 20MG 2x14'S (CRESTOR),889.00
1191650,SANDOZ SIRDALUD 2MG 10x10'S,624.00
1191651,SANDOZ SIRDALUD 4MG 3x10'S,354.00
1191652,MENTHOLATUM 28G,40.00
1191653,MENTHOLATUM 85G,86.00
1191654,SELSUN 120CC (L),211.00
1191655,SELSUN 30CC (S),84.00
1191656,SELSUN 60CC (M),128.00
1191658,MEPTIN 50MCG 10x10'S,427.00
1191659,MEPTIN MINI 25MCG 10x10'S,312.00
1191660,MEPTIN SYRUP 5MCG 60ML,48.50
1191662,OTSUKA STERILE WATER 1000ML (น้ำกลั่น),34.00
1191663,OTSUKA น้ำเกลือ N.S.S. 1000ML (ORANGE),33.00
1191664,PLETAAL 50MG 10x10'S,173.00
1191666,นม AMINOLEBAN-ORAL 450G,520.00
1191667,นม BLENDERA-MF 2.5KG,680.00
1191670,นม NEO-MUNE MELON 400G,412.00
1191671,นม NEO-MUNE VANILLA 400G,409.00
1191672,นม PAN ENTERAL VANILLA 400G,248.00
1191673,CARDURA 1MG 10x10'S,112.50
1191674,CARDURA 2MG 10x10'S,132.00
1191675,CARDURA 4MG 10x10'S,185.00
1191676,CARDURA XL 4MG 3x10'S,674.00
1191677,CELEBREX 200MG 10x10'S,231.00
1191679,CELEBREX 400MG 6x10'S,2400.00
1191680,DILANTIN 100MG 100'S,393.00
1191681,EFEXOR XR 37.5MG 7'S,310.00
1191682,EFEXOR XR 75MG 2x14'S,1400.00
1191683,LIPITOR 10MG 3x10'S,1220.00
1191684,LIPITOR 20MG 3x10'S,1654.00
1191685,LIPITOR 40MG 3x10'S,2150.00
1191686,LIPITOR 80MG 3x10'S,2350.00
1191687,LYRICA 150MG 4x14'S,3880.00
1191688,LYRICA 25MG 4x14'S,1065.00
1191689,LYRICA 75MG 4x14'S,570.00
1191690,PFIZER XARATOR 10MG 3x10'S,514.00
1191691,PFIZER XARATOR 20MG 3x10'S,645.00
1191692,PFIZER XARATOR 40MG 3x10'S,785.00
1191693,RELPAX 40MG 2'S,210.00
1191694,SERMION 10MG 2x25'S,407.00
1191695,SERMION 30MG 2x15'S,698.00
1191697,ZOLOFT 50MG 3x10'S,1170.00
1191700,PERSKINDOL CLASSIC GEL 100ML,194.00
1191701,PERSKINDOL CLASSIC SPRAY 150ML,223.00
1191702,PERSKINDOL COOL GEL 100ML,183.00
1191703,PERSKINDOL COOL SPRAY 250ML,204.00
1191704,น้ำมันมวย 120มล (ใหญ่),91.00
1191705,น้ำมันมวย 15มล (จิ๋ว),23.00
1191706,น้ำมันมวย 30มล (เล็ก),37.00
1191707,น้ำมันมวย 450มล (ปอนด์),250.00
1191708,น้ำมันมวย 60มล (กลาง),60.00
1191711,มวยครีม 12x100กรัม (ใหญ่),72.50
1191712,มวยครีม 12x30กรัม (เล็ก),32.00
1191713,REGRO PROTECTIVE CONDITIONER 170ML,165.00
1191714,REGRO PROTECTIVE SHAMPOO 200ML (TWIN PACK),278.00
1191715,BIOPHARM ALBEN 200MG 50x2'S,378.00
1191716,BIOPHARM ALBEN 10ML (น้ำ),17.50
1191717,BIOPHARM AMXOL 10x10'S,75.00
1191718,BIOPHARM AMXOL SYRUP 60ML,19.00
1191723,BIOPHARM BELCID FORTE SUSP 240ML,35.00
1191724,BIOPHARM BELCID SUSP 240ML,35.00
1191725,BIOPHARM BIO VIT-C BERRY 50ซองx20'S,239.00
1191726,BIOPHARM BIO VIT-C ORANGE 50ซองx20'S,239.00
1191728,BIOPHARM BIOCOXIB 90MG 5x5'S (ARCOXIA),420.00
1191729,BIOPHARM BIOCALM 50MG 100x10'S,10.50
1191730,BIOPHARM BIOTRIL-S 1500MG 30ซอง,415.00
1191731,BIOPHARM CALVIN GOLD 60'S,512.00
1191733,BIOPHARM GUMMY CALCIUM 60G (VIOLET),35.50
1191735,BIOPHARM GUMMY MULTIVITAMIN 60G (RED),35.50
1191736,BIOPHARM GUMMY VIT-C 60G (ORANGE),35.50
1191739,BIOPHARM BIOZOLE 150MG 1x1'S (VIOLET),23.75
1191740,BIOPHARM BIOZOLE 200MG 5x10'S (WHITE-VIOLET),535.00
1191741,BIOPHARM CLARID 1x10'S (CLARITYNE),12.00
1191742,BIOPHARM CLOBET CREAM 10G,35.00
1191743,BIOPHARM CLOBET CREAM 5G,23.50
1191744,BIOPHARM COTREN CREAM 5G (BIOLAB),15.00
1191745,BIOPHARM ENARIL 20MG 10x10'S,92.00
1191746,BIOPHARM ENARIL 5MG 10x10'S,62.00
1191747,BIOPHARM FLANIL CREAM 100G,66.00
1191748,BIOPHARM FLANIL CREAM 30G,24.00
1191749,BIOPHARM FLANIL CREAM 60G,42.00
1191750,BIOPHARM FLUDAN CAPSULES 5MG 50x10'S,380.00
1191751,BIOPHARM FUNGAZOL 200MG 25x10'S,19.50
1191754,BIOPHARM LIVALO 2MG 10x10'S,2190.00
1191755,BIOPHARM LOTEMP 60ML (STRAWBERRY),26.00
1191756,BIOPHARM LOTEMP FORTE 60ML (ORANGE),29.50
1191757,BIOPHARM MADONNA 2'S,22.00
1191760,BIOPHARM MILK MILK 24x15'S (SWEET),284.00
1191762,BIOPHARM MINNY 21'S,90.00
1191763,BIOPHARM MINNY 28'S,90.00
1191765,BIOPHARM ROXCIN 150MG 10x10'S,186.00
1191766,BIOPHARM SALMOL EXPECTORANT 60ML (BLUE),18.50
1191767,BIOPHARM SALMOL SYRUP 60ML (PINK),18.50
1191768,SENNA 2x20'S,31.50
1191769,SENNA 50'S (ขวด),23.00
1191770,BIOPHARM SUCEE 21'S,87.00
1191771,BIOPHARM SUCEE 28'S,87.00
1191773,BIOPHARM ZEVIN 200MG 5x5'S,84.00
1191774,BIOPHARM ZEVIN 400MG 7x10'S,455.00
1191775,BIOPHARM ZEVIN CREAM 10G,100.00
1191776,BIOPHARM ZEVIN CREAM 1Gx10SAC,100.00
1191777,BIOPHARM ZEVIN CREAM 3G,36.50
1191779,งามระหง ขมิ้นชัน 100แคปซูล (ขวด),69.00
1191781,งามระหง ฟ้าทะลายโจร 100แคปซูล,80.00
1191783,งามระหง มะรุม โมรินกา 100แคปซูล,85.00
1191784,งามระหง ยาเม็ด 80เม็ด,38.00
1191785,งามระหง ยาชง 30ซอง,59.50
1191787,ยาอม ตราอินทนนท์ 24x15เม็ด,522.00
1191788,BERLIN AMLOPINE 10MG 10x10'S,210.00
1191789,BERLIN AMLOPINE 5MG 10x10'S,157.00
1191790,BERLIN BESTATIN 10MG 10x10'S,112.00
1191791,BERLIN BESTATIN 20MG 10x10'S,149.00
1191792,BERLIN BESTATIN 40MG 10x10'S,240.00
1191793,BERLIN MIRACID 20MG 1x14'S,35.50
1191794,BERLIN PRENOLOL 100MG 10x10'S,99.00
1191795,BERLIN PRENOLOL 25MG 50x10'S,4.70
1191796,BERLIN PRENOLOL 50MG 10x10'S,56.00
1191797,BERLIN SOPROXEN 275MG 10x10'S (SYNFLEX),182.00
1191798,BERLIN ANAPRIL 20MG 10x10'S,102.00
1191799,BERLIN ANAPRIL 5MG 10x10'S,61.00
1191800,BERLIN APOLETS 75MG 3x10'S (PLAVIX),295.00
1191801,BERLIN BEGESIC 30G,28.00
1191802,BERLIN CARATEN 12.5MG 10x10'S,679.00
1191803,BERLIN CARATEN 25MG 10x10'S,874.00
1191804,BERLIN CARATEN 6.25MG 10x10'S,588.00
1191805,BERLIN BETALOL 10MG 100x10'S,5.00
1191806,BERLIN BETALOL 40MG 100x10'S,8.00
1191807,BERLIN FLEMING 1000MG 10x10'S,1125.00
1191808,BERLIN FLEMING 1000MG 1x10'S,95.00
1191809,BERLIN DILIZEM 30MG 10x10'S,157.00
1191810,BERLIN DUSPATIN 135 FOIL 10x10'S,297.00
1191811,BERLIN FIBRIL 160MG 3x10'S (SUPRALIP),177.00
1191812,BERLIN HEPALAC 100ML,80.00
1191813,BERLIN HIDIL CAP 300MG 10x10'S,197.00
1191814,BERLIN HIDIL TAB 600MG 10x10'S,337.00
1191815,BERLIN HYLES 25MG 10x10'S,138.00
1191816,BERLIN ISOTRATE 10MG 50x10'S,346.00
1191818,BERLIN MIRACID 20MG 10x10'S,178.00
1191819,BERLIN MONOLIN 20MG 10x10'S,142.00
1191820,BERLIN MUCILIN 5Gx30'S (ORANGE),254.00
1191823,BERLIN MUCILIN-SF 5Gx10'S,90.00
1191824,BERLIN MUCILIN-SF 5Gx10'S (MIXBERRY),90.00
1191826,BERLIN NELAPINE 20MG SR 3x10'S,100.00
1191828,BERLIN SAMARIN 140MG 10x10'S,535.00
1191829,BERLIN SAMARIN 70MG 10x10'S,279.00
1191830,BERLIN URSOLIN 250MG 10x10'S,914.00
1191835,SIAM ANTAZALLERGE EYE DROPS 10x10ML,42.00
1191836,SIAM AZITH 250MG 6'S (ZITHROMAX),117.00
1191837,SIAM AZITH DRY 200MG/5ML 15ML,138.00
1191838,SIAM CAVUMOX 1G 5x3'S,165.00
1191839,SIAM CAVUMOX 625MG 5x3'S,240.00
1191842,SIAM CAVUMOX SYRUP 457MG 70ML,148.00
1191843,SIAM CIFLOXIN 250MG 10x10'S,382.00
1191844,SIAM CIFLOXIN 500MG 10'S,67.00
1191845,SIAM DEFUNGO VT 0.1Gx6'S,27.00
1191846,SIAM DEFUNGO VT 0.5Gx1'S,28.00
1191847,SIAM DIASGEST 10x10'S,204.00
1191848,SIAM DIPAZIDE 5MG 10x10'S (MINIDIAB),134.00
1191849,SIAM DITIZEM 30MG 10x10'S,198.00
1191852,SIAM DOSANAC GEL 25G,42.50
1191853,SIAM EYEDEX EYE-EAR DROPS 10x5ML,36.00
1191854,SIAM FIRIDE 1MG 3x10'S (PROPECIA),277.00
1191855,SIAM FIRIDE 5MG 3x10'S (PROSCAR),360.00
1191856,SIAM FLAMIC 10MG 10x10'S (BLUE),142.00
1191857,SIAM FLAMIC GEL 25G,45.00
1191858,SIAM FLUCOZOLE 150MGx1'S (แผง),27.00
1191859,SIAM FLUCOZOLE 200MG 5x10'S,754.00
1191860,SIAM FURETIC 40MG 10x10'S (แผง),215.00
1191861,SIAM GRAMMIXIN CREAM 10G,31.50
1191862,SIAM HARTSORB 5MG 10x10'S,119.00
1191863,SIAM HEIDI 400MG 20x10'S (WHITE),498.00
1191865,SIAM IBIAMOX 500MG 2x10'S,94.00
1191867,SIAM IBIAMOX SYRUP 250MG/5ML 60ML,70.00
1191868,SIAM IBILEX 500MG 10x10'S,790.00
1191869,SIAM IBILEX SYRUP 125MG/5ML 60ML,68.00
1191870,SIAM KETAZON SHAMPOO 100ML,99.00
1191871,SIAM LEFLOXIN 500MG FOIL 10'S,247.00
1191872,SIAM LORANTA 100MG 3x10'S,197.00
1191873,SIAM LORANTA 50MG 3x10'S,147.00
1191875,SIAM MELOX 7.5MG 10'S (BLUE),47.00
1191876,SIAM METROLEX 400MG 10x10'S,132.00
1191877,SIAM MOLAX SUPENSION 30ML,46.00
1191878,SIAM MOLAX-M 10x10'S,130.00
1191879,SIAM NEUVIPLEX 3x10'S,50.50
1191880,SIAM NORXACIN 400MG 1x8'S,44.00
1191881,SIAM OFLOXIN 200MG 10x10'S,443.00
1191882,SIAM O-SID 20MG 14'S,64.00
1191884,SIAM SAMNIR 100MG 10'S,138.00
1191885,SIAM SIADOCIN DOXYCYCLINE 1x10'S,33.00
1191886,SIAM SIALEXIN 500MG 10x10'S,525.00
1191887,SIAM SIALEXIN SUSPENSION 125MG 60ML,55.00
1191888,SIAM SIAMFORMET 500MG 10x10'S,107.00
1191889,SIAM SIAMFORMET 850MG 10x10'S,194.00
1191890,SIAM SIAMIDINE 400MG 10x10'S,134.00
1191891,SIAM SIAMOX 250MG 10x10'S,205.00
1191892,SIAM SIAMOX 500MG 1x10'S,28.00
1191894,SIAM SIAMOX SYRUP 250MG 60ML,67.00
1191895,SIAM SIARIZINE 25MG 10x10'S,105.00
1191896,SIAM SIMOYIAM 5MG 10x10'S,115.00
1191897,SIAM SUGRIL 5MG 10x10'S,76.00
1191898,SIAM TAUGLICOLO 10x10'S,127.00
1191900,SIAM TENOLOL 100MG 10x10'S,176.00
1191901,SIAM TENOLOL 50MG 10x10'S,117.00
1191902,SIAM ULCEFATE 1G 10x10'S,714.00
1191903,SIAM ULCEFATE SUSP 240ML,498.00
1191904,SIAM ULCEFATE SUSP 60ML,150.00
1191905,SIAM ULCEFATE SUSP 20x5ML (ซอง),487.00
1191906,SIAM VILERM 200MG 5x5'S,136.00
1191907,SIAM VILERM 400MG 14x5'S,654.00
1191908,SIAM VILERM 800MG 7x5'S,460.00
1191909,SIAM VILERM CREAM 1Gx10SAC,156.00
1191910,SIAM VILERM CREAM 5G,50.00
1191913,TO ALBATEL 100'S,118.00
1191914,TO ALLORIC 100MG 500'S,210.00
1191915,TO ALLORIC 100MG 50x10'S,240.00
1191916,TO AMICO 1x1000'S (YELLOW),238.00
1191917,TO AMILOZIDE 500'S,225.00
1191918,TO AMILOZIDE 50x10'S,5.50
1191919,TO ATHRIL 250MG 500'S,525.00
1191920,TO ATHRIL 250MG 80'S,112.00
1191921,TO ATHRIL 30'S (POWDER),217.00
1191922,TO AZITHRIN 1x6'S (ZITHROMAX),76.00
1191925,TO BACOTAN SYRUP 30ML (NO BOX),13.00
1191926,TO BETOSALIC OINTMENT 15G,48.00
1191927,TO BETOSALIC OINTMENT 5G,24.00
1191930,TO BROMSO 1000'S (WHITE),149.00
1191931,TO BROMSO 60ML (NO BOX),12.00
1191932,TO CANAZOL CREAM 450G,230.00
1191933,TO CANAZOL CREAM 5G,198.00
1191935,TO CANAZOL VAGINAL 6'S (YELLOW),25.42
1191936,TO CANAZOL-BE CREAM 15G,39.00
1191937,TO CANAZOL-BE CREAM 450G,300.00
1191938,TO CANAZOL-BE CREAM 5G,19.50
1191939,TO CARDELOC 50x10'S,7.00
1191940,TO CARDENOL 10MG 1000'S,110.00
1191941,TO CARDENOL 40MG 1000'S,210.00
1191942,TO CETRIZIN 10MG 10x10'S (S),65.00
1191943,TO CETRIZIN 10MG 50x10'S,250.00
1191944,TO CETRIZIN SYRUP 60ML,12.00
1191946,TO CINNARIZINE 100x10'S,2.20
1191947,TO CINNARIZINE CONTAINS 1000'S,195.00
1191948,TO CIPROCEP 250MG 10x10'S,110.00
1191949,TO CIPROCEP 500MG 10x10'S,160.00
1191950,TO CLONOVATE CREAM 15G,47.00
1191951,TO CLONOVATE CREAM 450G,280.00
1191952,TO CLONOVATE CREAM 5G,24.00
1191953,TO COLOGEN 1000'S,370.00
1191954,TO DAFOMIN 500MG 3x10'S (S),122.00
1191955,TO DAFOMIN 500MG 30x10'S (L),945.00
1191956,TO DESEC 20MG 2x10'S (แผง),33.00
1191957,TO DOXYCLATE 100MG 500'S (GREEN),384.00
1191958,TO FLAVORIN 100'S,172.00
1191959,TO FLAVORIN 10x10'S,190.00
1191960,TO FLUNCO 200MG 5x10'S (BLUE-WHITE),230.00
1191961,TO FLUOXINE 20MG 50x10'S,6.50
1191962,TO GENTADERM CREAM 5G,21.00
1191963,TO GLUCOLYTE 500MG 500'S,154.00
1191964,TO GLUCOLYTE 500MG 50x10'S,190.00
1191965,TO GLUCOLYTE 850MG 300'S,160.00
1191967,TO H.D.T.Z. 1000'S (ORANGE),189.00
1191968,TO HALODIN 60ML (NO BOX),12.00
1191969,TO HALODIN FOIL 50x10'S,250.00
1191970,TO HARIFIN 5MG 3x10'S (PROSCAR),255.00
1191971,TO HARIFIN-1 3x10'S,159.00
1191973,TO IBROFEN 200MG 1000'S (ขวด) (ชมพูกลม),310.00
1191974,TO IBROFEN 400MG 500'S (PINK),310.00
1191975,TO IBROFEN 400MG 50x10'S (PINK),360.00
1191976,TO IBROFEN 600MG 25x10'S,320.00
1191977,TO IBROFEN SYRUP 60ML (น้ำ) (NO BOX),13.00
1191978,TO IMPELIUM 2MG 1000'S,225.00
1191979,TO KELA CREAM 15G,32.00
1191980,TO KELA CREAM 450G,240.00
1191981,TO KELA CREAM 5G,17.50
1191982,TO KELA LOTION 30ML,24.00
1191983,TO KELA LOTION 60ML,36.50
1191984,TO KELA PLUS 5G (GREEN),17.50
1191985,TO KENO ORAL PASTE 5G,27.00
1191986,TO KONOVID 200MG 10x10'S (BLUE),160.00
1191987,TO LEVTRIZIN 5MG 1x10'S (XYZAL),53.00
1191988,TO MECOBAL 500MCG 50x10'S (METHYCOBAL),580.00
1191989,TO MELOBIC 15MG 10x10'S (แผง),390.00
1191990,TO MELOBIC 7.5MG 50x10'S (แผง),898.00
1191991,TO MELOBIC 7.5MG 10x10'S (แผง),260.00
1191992,TO MERLIN 6MG 50x10'S (MERISLON),4.60
1191993,TO MISOVAN 500'S (WHITE),160.00
1191994,TO MOTIDOM-M 500'S (WHITE),138.00
1191995,TO MOTIDOM-M FOIL 50x10'S,157.00
1191996,TO MUCIL 100MG 30'S,51.00
1191997,TO MUCIL 200MG 30'S,61.00
1191998,TO MUFLEX 50x10'S,470.00
1191999,TO MUPORIN OINTMENT 5G,43.00
1192000,TO MYOXAN 50x10'S,253.00
1192001,TO NIL 5MG 1000'S (WHITE),130.00
1192002,TO NIL 5MG 100x10'S,2.00
1192003,TO NINAZOL 100'S,135.00
1192004,TO NINAZOL CREAM 10G,32.00
1192005,TO NINAZOL CREAM 5G,21.00
1192006,TO NINAZOL SHAMPOO 100CC,52.00
1192007,TO NINAZOL10x10'S,155.00
1192008,TO NORFLOXIN 400MG 100'S,125.00
1192009,TO NORFLOXIN 400MG 10x10'S,145.00
1192010,TO NSS 0.9% 100x5ML (ยาฉีด),355.00
1192011,TO NURASIC 450MG 500'S,202.00
1192012,TO NURASIC 50x10'S,233.00
1192013,TO NURO-B FOIL 30x10'S,534.00
1192014,TO OLFOVEL 500MG 10'S,105.00
1192015,TO PARA PEDIATRIC 60ML (RED) (NO BOX),14.00
1192016,TO PIROXICAM 10MG 1000'S (ขวด) (WHITE),260.00
1192017,TO PRAZOSIN 1MG 250'S,92.00
1192018,TO PTU 50MG 1000'S (WHITE),430.00
1192020,TO RESPIMOL INHALER 200D (พ่น) (VENTOLIN),75.00
1192022,TO RETEN FIVE 30ML (BLUE),138.00
1192023,TO RETEN FIVE SPRAY 60ML (BLUE),265.00
1192024,TO RETEN SPRAY 100ML (PURPLE),185.00
1192025,TO RHUMANOL GEL 20G,22.00
1192026,TO ROXIFEN 10MG 1000'S (ขวด) (BLUE-RED),260.00
1192027,TO ROXIFEN FORTE 20MG 500'S,260.00
1192028,TO ROXIFEN GEL 25G,22.00
1192029,TO ROXTHRIN 150MG 10x10'S,154.00
1192030,TO SELFIDE 120ML (L),70.00
1192031,TO SELFIDE 30ML (S),27.00
1192032,TO SELFIDE 60ML (M),50.00
1192033,TO SILVERDERM CREAM 25G,29.00
1192034,TO SILVERDERM CREAM 450G,300.00
1192036,TO SOBELIN 50x10'S,170.00
1192037,TO SOBELIN CONTAINS 1000'S,260.00
1192039,TO SPECTRIM FORTE 50x10'S,8.80
1192040,TO SPECTRIM SUSPENSION 60ML,12.00
1192041,TO TARAXIN 10MG 1000'S,172.00
1192042,TO TARAXIN 10MG 100x10'S,213.00
1192043,TO TARAXIN 25MG 500'S,260.00
1192044,TO TERBUTALINE 1000'S (WHITE),164.00
1192045,TO TICLODIN 250MG 10x10'S,365.00
1192046,TO TILNOXCAM 10x10'S,130.00
1192047,TO TODACIN 300MG 10x10'S,310.00
1192048,TO TODESAAR 16MG 3x10'S (BLOPRESS),470.00
1192049,TO TODESAAR 8MG 3x10'S (BLOPRESS),340.00
1192050,TO TOFEXO 60MG 5x10'S,140.00
1192051,TO TOFLEX 500MG 10x10'S,249.00
1192052,TO TOFLEX DRY 250MG 60ML (NO BOX),37.00
1192053,TO TOLCHICINE 100x10'S,462.00
1192054,TO TOLCHICINE 10x10'S,60.00
1192055,TO TONIZEP 5MG 2x14'S,420.00
1192057,TO TOPRELIN 25MG 4x14'S,210.00
1192058,TO TOPRELIN 75MG 4x14'S,520.00
1192059,TO TRAMIC 500MG 10x10'S,388.00
1192060,TO TYSTATIN SUSP. 12CC,33.00
1192061,TO ULCEMET 200MG 500'S,282.00
1192063,TO ULCEMET 400MG 500'S,513.00
1192064,TO ULCEMET 400MG 50x10'S,535.00
1192065,TO ULFAMET 20MG 500'S,195.00
1192066,TO VIOLIN 2MG 1000'S (PINK) (VENTOLIN),143.00
1192067,TO VOLNAC 25MG 1000'S,120.00
1192068,TO ZETOFEN 500'S,220.00
1192069,TO ZOCOVIN 200MG 5x5'S,68.00
1192070,TO ZOCOVIN 400MG 7x10'S,190.00
1192072,TO AMOXI 250MG 1000'S (GREEN-BLUE),639.00
1192073,TO AMOXI 500MG 500'S (GREEN-BLUE),485.00
1192074,TO AMOXI 500MG 500'S (YELLOW-BROWN),485.00
1192075,TO AMOXI 500MG 50x10'S (GREEN-BLUE),525.00
1192076,TO AMOXI 500MG 50x10'S (YELLOW-BROWN),525.00
1192077,TO AMOXI DRY 125MG 60ML (NO BOX),15.00
1192078,TO AMOXI DRY 125MG 60ML ORANGE (BOX),19.00
1192079,TO AMOXI DRY 125MG 60ML ORANGE (NO BOX),14.00
1192080,TO AMOXI DRY FORTE 250MG 60ML (BOX),24.00
1192081,TO AMOXI DRY FORTE 250MG 60ML (NO BOX),19.50
1192082,TO AMPICILLIN 500MG 500'S (RED-BLACK),693.00
1192083,TO CLOXA 500MG 500'S (ORANGE-BLACK),610.00
1192084,TO CLOXA DRY 125MG 60ML (NO BOX),18.00
1192085,TO DICLOCILLIN 250MG 500'S (BLUE-WHITE),438.00
1192086,TO DICLOCILLIN 500MG 250'S (BLUE-WHITE),420.00
1192088,ยาบำรุงร่างกาย ตราพญานาค 150มล,20.00
1192089,ยาสตรี เพ็ญภาค 180มล (เล็ก),27.50
1192090,ยาสตรี เพ็ญภาค 180มล (สูตร2),29.50
1192091,ยาสตรี เพ็ญภาค 30แคปซูล,65.50
1192092,ยาสตรี เพ็ญภาค 300มล (ใหญ่),38.50
1192093,ALLERGIS STERILE EYE DROPS 5ML (หยอดตา),29.00
1192094,ANNA 50x28'S,1170.00
1192095,ANTERGAN CREAM 12x10G,25.00
1192096,ANTERGAN CREAM 12x5G,17.50
1192099,CANASONE C.B. CREAM 12x15G,45.50
1192100,CANASONE C.B. CREAM 12x5G,21.50
1192101,CISTEINE 100MG INFANT 60ML (BLUE),33.00
1192102,CISTEINE 250MG CHILDREN 60ML (RED),37.00
1192103,NASOLIN PL 24x10'S,16.50
1192104,NEOTICA 10MG 25x10'S (WHITE-GREEN),9.00
1192105,NEOTICA 20MG 10'S,16.00
1192106,NEOTICA BALM 100G,96.00
1192107,NEOTICA BALM 30G,38.00
1192108,NEOTICA BALM 60G,70.00
1192109,NEOTICA COOL 30G,37.00
1192110,ANAMAI 50x28'S,22.00
1192111,ANTACIL 50x10'S,477.00
1192112,ANTACIL GEL 1000ML,142.00
1192113,ANTACIL GEL 240ML,41.00
1192114,ANTACIL GEL 450ML,71.00
1192116,DIOXZYE 80MG 25x10'S (MINT),335.00
1192117,NORA SHAMPOO 100ML,130.00
1192118,NORA SHAMPOO 50ML,77.00
1192119,PREME 21'S,87.00
1192120,PREME 28'S,87.00
1192121,PREME NOBU ACNE 5G,51.00
1192122,SARA 12x60ML (ORANGE),38.00
1192123,SARA 12x60ML (STRAWBERRY),30.00
1192124,SARA 20x10'S (FOIL) (เม็ดรี),194.50
1192125,SARA 500MG 100'S (เม็ดรี),107.00
1192126,SARA 50x10'S (BLISTER),11.00
1192127,SARA 50x10'S (FOIL),9.85
1192128,ยาดม ท่านเจ้าคุณ 2มลx12หลอด,185.00
1192129,BEBIDOL 12x120ML,33.50
1192130,BENDA 500 12x1'S (YELLOW),176.00
1192131,BENDA 500 12x1'S (LEMON) (GREEN),176.00
1192132,BENDA น้ำ 30ML (MIXED FRUIT),18.25
1192133,BETA-DIPO 15G,40.00
1192134,BETA-DIPO 25G,60.00
1192135,BETA-DIPO 5G,23.00
1192136,BOWA GEL 240ML,35.00
1192137,DIORA 21'S (PINK),35.50
1192138,DIORA 28'S (BLUE),35.50
1192139,DURAN 400MG 10'S (ชมพูกลม),22.00
1192140,JENNY F.M.P. 50x28'S,21.50
1192142,ORMIST SYRUB 60ML (CETIRIZINE),32.00
1192143,SARA 100x10'S (FOIL) (เม็ดกลม),9.85
1192144,SARA 120MG/5ML 60ML (ทับทิม),29.50
1192145,SARA 160MG/5ML 60ML (GRAPE),32.50
1192146,SARA 20x10'S (FOIL) (เม็ดกลม),196.00
1192147,SARA 500MG 100'S (เม็ดกลม),107.00
1192148,SARA INFANT DROPS 15ML (GRAPE),30.00
1192149,PREME NOBU NATURAL FACE FOAM 100G,175.00
1192150,PREME NOBU NATURAL FACE FOAM 30G,62.00
1192151,PREME NOBU NATURAL FACE FOAM 50G,97.00
1192152,ANNYLYN 12x21'S (ORANGE),86.50
1192153,ANNYLYN 12x28'S (VIOLET),86.50
1192154,DERMAHEU CREAM 15G,59.00
1192155,DERMAHEU CREAM 25G,88.00
1192156,DERMAHEU CREAM 5G,30.00
1192157,DIFELENE 1% GEL 100G,87.00
1192158,DIFELENE 1% GEL 30G,32.00
1192159,DIFELENE 1% GEL 60G,59.00
1192160,DIFELENE 25MG 10'S (BLUE),13.00
1192161,DIFELENE 50MG 10'S (RED),20.00
1192162,R-DEN 28'S,28.00
1192163,TIFFY DEY 25x4'S,192.00
1192164,TIFFY RUB 20G (ขวด),47.50
1192165,TIFFY RUB 40G (ขวด),77.00
1192166,TORRENT 450MG 10'S (NORGESIC),14.50
1192167,TRAM LOTION 30ML,22.00
1192169,ยาธาตุน้ำขาว ไทยนคร 200มล,49.00
1192172,ยาสมุนไพรคุณสัมฤทธิ์ รากสามสิบ 60แคปซูล,285.00
1192175,ANB น้ำเกลือ KLEAN&KARE 100ML (S),25.00
1192176,ANB น้ำเกลือ KLEAN&KARE 1000ML (XL),48.00
1192177,ANB น้ำเกลือ KLEAN&KARE 500ML (L),36.50
1192178,ANB น้ำเกลือ N.S.S. 1000ML (ปากกว้าง),34.00
1192179,ANB D5S 1000CC+SET,43.00
1192180,ANB D5S1/2 1000CC+SET,43.00
1192181,ANB D5S1/2 500CC+SET,37.00
1192183,ANB KLEAN&KARE NIZZY SPRAY 18ML,58.00
1192185,ANB PEN-V 500000IU 2x6'S,18.00
1192186,ANB SENSI PLUS 100ML,44.00
1192187,ANB SENSI PLUS 500ML,128.00
1192188,ANB STERILE WATER 1000ML (น้ำกลั่น),34.00
1192190,ANB DEPOGESTIN 3ML (ยาคุมกำเนิดแบบฉีด),19.00
1192191,ANB IZE JELLI BALM 12x7G,194.00
1192192,ANB OP-IZE EYE WASH 110ML,29.50
1192193,GPO AMITRIPTYLINE 10MG 50x10'S,205.00
1192194,GPO AMITRIPTYLINE 25MG 50x10'S,322.00
